TOURNAMENT,TEAM_0_NAME,TEAM_0_HEROES,TEAM_0_SIDE,TEAM_0_WIN,TEAM_1_NAME,TEAM_1_HEROES,TEAM_1_SIDE,TEAM_1_WIN
StarLadder ImbaTV Dota 2 Minor Season 2,Team Sirius,"['Arc Warden', 'Ember Spirit', ""Nature's Prophet"", 'Tiny', 'Warlock']",dire,1,compLexity Gaming,"['Troll Warlord', 'Lina', 'Axe', 'Oracle', 'Sand King']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Mineski,"['Sven', 'Huskar', 'Necrophos', 'Chen', 'Mars']",dire,0,Team Sirius,"['Lone Druid', 'Templar Assassin', 'Leshrac', 'Nyx Assassin', 'Winter Wyvern']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Mineski,"['Naga Siren', 'Juggernaut', 'Sand King', 'Lion', 'Grimstroke']",dire,0,Team Sirius,"['Lycan', 'Batrider', 'Leshrac', 'Nyx Assassin', 'Dazzle']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Mineski,"['Morphling', 'Storm Spirit', 'Doom', 'Io', 'Grimstroke']",dire,0,compLexity Gaming,"['Wraith King', 'Templar Assassin', 'Dark Seer', 'Spirit Breaker', 'Chen']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Mineski,"['Templar Assassin', 'Ember Spirit', 'Pangolier', 'Enchantress', 'Warlock']",dire,1,compLexity Gaming,"['Ursa', 'Leshrac', 'Dark Seer', 'Oracle', 'Sand King']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Mineski,"['Phantom Assassin', 'Ember Spirit', 'Mars', 'Rubick', 'Grimstroke']",dire,1,compLexity Gaming,"['Lifestealer', 'Templar Assassin', 'Enigma', 'Lion', 'Sand King']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Anti-Mage', 'Templar Assassin', 'Batrider', 'Earthshaker', 'Grimstroke']",dire,0,Team Sirius,"['Lifestealer', 'Storm Spirit', 'Dark Seer', 'Tiny', 'Warlock']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Troll Warlord', 'Queen of Pain', 'Sand King', 'Omniknight', 'Grimstroke']",dire,1,Team Sirius,"['Spectre', 'Batrider', 'Broodmother', 'Tiny', ""Nature's Prophet""]",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Troll Warlord', 'Dragon Knight', 'Mars', 'Dark Willow', 'Oracle']",dire,1,Team Sirius,"['Morphling', 'Razor', ""Nature's Prophet"", 'Earthshaker', 'Winter Wyvern']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Team Anvorgesa,"['Chaos Knight', 'Shadow Fiend', 'Axe', 'Grimstroke', 'Warlock']",dire,0,Ninjas in Pyjamas,"['Naga Siren', 'Lina', 'Dark Seer', 'Nyx Assassin', 'Chen']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Team Anvorgesa,"['Monkey King', 'Templar Assassin', 'Magnus', 'Tiny', 'Bane']",dire,0,Ninjas in Pyjamas,"['Sven', 'Lone Druid', 'Spirit Breaker', 'Pugna', 'Warlock']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Morphling', 'Dragon Knight', 'Sand King', 'Io', 'Ancient Apparition']",dire,0,Ninjas in Pyjamas,"['Spectre', 'Lina', 'Night Stalker', 'Rubick', 'Abaddon']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Juggernaut', 'Storm Spirit', 'Tiny', 'Earth Spirit', 'Grimstroke']",dire,1,Ninjas in Pyjamas,"['Anti-Mage', 'Lina', 'Enigma', 'Bristleback', 'Abaddon']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Ninjas in Pyjamas,"['Medusa', 'Ember Spirit', 'Spirit Breaker', 'Shadow Shaman', 'Bristleback']",dire,0,Alliance,"['Sven', 'Storm Spirit', 'Timbersaw', 'Earth Spirit', 'Ancient Apparition']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Team Sirius,"['Sven', 'Shadow Fiend', 'Batrider', 'Earth Spirit', 'Warlock']",dire,1,Team Anvorgesa,"['Monkey King', 'Grimstroke', 'Sand King', 'Omniknight', 'Wraith King']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Team Sirius,"['Lina', 'Storm Spirit', 'Lycan', 'Sand King', 'Silencer']",dire,1,Team Anvorgesa,"['Spectre', 'Templar Assassin', 'Leshrac', 'Tiny', 'Warlock']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Ninjas in Pyjamas,"['Gyrocopter', 'Zeus', 'Omniknight', 'Rubick', 'Sven']",dire,1,Team Sirius,"['Naga Siren', 'Storm Spirit', 'Sand King', 'Batrider', 'Lina']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Ninjas in Pyjamas,"['Gyrocopter', 'Shadow Demon', 'Sand King', 'Shadow Shaman', 'Sven']",dire,1,Team Sirius,"['Troll Warlord', 'Ember Spirit', 'Dark Seer', 'Nyx Assassin', 'Winter Wyvern']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Troll Warlord', 'Queen of Pain', 'Centaur Warrunner', 'Earthshaker', 'Grimstroke']",dire,1,Ninjas in Pyjamas,"['Bristleback', 'Leshrac', 'Rubick', 'Gyrocopter', 'Chen']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Medusa', 'Tusk', 'Mars', 'Weaver', 'Winter Wyvern']",dire,0,Ninjas in Pyjamas,"['Sven', 'Batrider', 'Centaur Warrunner', 'Mirana', 'Undying']",radiant,1
StarLadder ImbaTV Dota 2 Minor Season 2,Ninjas in Pyjamas,"['Ursa', 'Batrider', 'Enigma', 'Templar Assassin', 'Abaddon']",dire,1,Alliance,"['Monkey King', 'Lone Druid', 'Clockwerk', 'Grimstroke', 'Juggernaut']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Juggernaut', 'Storm Spirit', 'Slardar', 'Grimstroke', 'Sand King']",dire,1,Ninjas in Pyjamas,"['Lone Druid', 'Ember Spirit', 'Anti-Mage', 'Rubick', 'Abaddon']",radiant,0
StarLadder ImbaTV Dota 2 Minor Season 2,Alliance,"['Faceless Void', 'Templar Assassin', 'Tiny', 'Earth Spirit', 'Grimstroke']",dire,0,Ninjas in Pyjamas,"['Lifestealer', 'Meepo', 'Sand King', 'Lina', 'Abaddon']",radiant,1
Epicenter 2019,Team Secret,"['Morphling', 'Death Prophet', 'Bristleback', 'Skywrath Mage', 'Spirit Breaker']",dire,1,paiN Gaming,"['Naga Siren', 'Ember Spirit', 'Legion Commander', 'Earth Spirit', 'Warlock']",radiant,0
Epicenter 2019,Team Secret,"['Sniper', 'Batrider', 'Mars', 'Crystal Maiden', 'Ember Spirit']",dire,1,paiN Gaming,"['Morphling', 'Outworld Devourer', 'Abaddon', 'Lion', 'Omniknight']",radiant,0
Epicenter 2019,Team Secret,"['Juggernaut', 'Ember Spirit', 'Sand King', 'Spirit Breaker', 'Witch Doctor']",dire,1,Royal Never Give Up,"['Chaos Knight', 'Puck', 'Dark Seer', 'Phoenix', 'Earth Spirit']",radiant,0
Epicenter 2019,Team Secret,"['Arc Warden', 'Ember Spirit', 'Batrider', 'Tusk', 'Bane']",dire,1,Royal Never Give Up,"['Lifestealer', 'Death Prophet', 'Omniknight', 'Earthshaker', 'Ancient Apparition']",radiant,0
Epicenter 2019,paiN Gaming,"['Juggernaut', 'Ember Spirit', 'Mars', 'Rubick', 'Spirit Breaker']",dire,1,Fnatic,"['Drow Ranger', 'Storm Spirit', 'Necrophos', 'Nyx Assassin', 'Grimstroke']",radiant,0
Epicenter 2019,Fnatic,"['Morphling', 'Dragon Knight', 'Mars', 'Dark Willow', ""Nature's Prophet""]",dire,1,paiN Gaming,"['Sven', 'Lina', 'Legion Commander', 'Phoenix', 'Spirit Breaker']",radiant,0
Epicenter 2019,Fnatic,"['Gyrocopter', 'Broodmother', 'Centaur Warrunner', 'Lion', 'Io']",dire,1,paiN Gaming,"['Morphling', 'Death Prophet', 'Earthshaker', 'Rubick', 'Spirit Breaker']",radiant,0
Epicenter 2019,Fnatic,"['Templar Assassin', 'Ember Spirit', 'Tidehunter', 'Io', 'Bane']",dire,0,Royal Never Give Up,"['Morphling', 'Storm Spirit', 'Centaur Warrunner', 'Jakiro', 'Witch Doctor']",radiant,1
Epicenter 2019,Royal Never Give Up,"['Chaos Knight', 'Templar Assassin', 'Centaur Warrunner', 'Witch Doctor', 'Grimstroke']",dire,1,Fnatic,"['Morphling', 'Ember Spirit', 'Sand King', 'Skywrath Mage', 'Undying']",radiant,0
Epicenter 2019,Royal Never Give Up,"['Sven', 'Outworld Devourer', 'Omniknight', 'Shadow Shaman', 'Ancient Apparition']",dire,0,Fnatic,"['Medusa', 'Leshrac', 'Sand King', 'Shadow Demon', 'Grimstroke']",radiant,1
Epicenter 2019,Royal Never Give Up,"['Spectre', 'Templar Assassin', 'Night Stalker', 'Bane', 'Warlock']",dire,1,Fnatic,"['Wraith King', 'Leshrac', 'Timbersaw', 'Sand King', ""Nature's Prophet""]",radiant,0
Epicenter 2019,Fnatic,"['Lifestealer', 'Ember Spirit', 'Batrider', 'Earthshaker', 'Treant Protector']",dire,0,Royal Never Give Up,"['Sven', 'Outworld Devourer', 'Abaddon', 'Jakiro', 'Ancient Apparition']",radiant,1
Epicenter 2019,Infamous,"['Monkey King', 'Puck', 'Sand King', 'Naga Siren', 'Grimstroke']",dire,0,Evil Geniuses,"['Morphling', 'Tiny', 'Omniknight', 'Shadow Shaman', 'Sven']",radiant,1
Epicenter 2019,Infamous,"['Monkey King', 'Puck', 'Sand King', 'Naga Siren', 'Grimstroke']",dire,0,Evil Geniuses,"['Morphling', 'Tiny', 'Omniknight', 'Shadow Shaman', 'Sven']",radiant,1
Epicenter 2019,Evil Geniuses,"['Morphling', 'Dark Seer', 'Clockwerk', 'Grimstroke', 'Sven']",dire,1,Team Liquid,"['Gyrocopter', 'Windranger', 'Venomancer', 'Spirit Breaker', 'Io']",radiant,0
Epicenter 2019,Evil Geniuses,"['Lifestealer', 'Queen of Pain', 'Batrider', 'Spirit Breaker', 'Grimstroke']",dire,0,Team Liquid,"['Gyrocopter', 'Windranger', 'Legion Commander', 'Shadow Demon', 'Io']",radiant,1
Epicenter 2019,Evil Geniuses,"['Wraith King', 'Storm Spirit', 'Dark Seer', 'Tiny', 'Ancient Apparition']",dire,0,Team Liquid,"['Ember Spirit', 'Windranger', 'Magnus', 'Oracle', 'Doom']",radiant,1
Epicenter 2019,Infamous,"['Sven', 'Queen of Pain', 'Legion Commander', 'Nyx Assassin', 'Ancient Apparition']",dire,0,Gambit Esports,"['Ursa', 'Shadow Fiend', 'Venomancer', 'Earth Spirit', 'Bane']",radiant,1
Epicenter 2019,Gambit Esports,"['Troll Warlord', 'Templar Assassin', 'Beastmaster', 'Warlock', 'Grimstroke']",dire,1,Infamous,"['Spectre', 'Leshrac', 'Tidehunter', 'Skywrath Mage', 'Spirit Breaker']",radiant,0
Epicenter 2019,Gambit Esports,"['Templar Assassin', 'Lycan', 'Centaur Warrunner', 'Bane', 'Enigma']",dire,1,Evil Geniuses,"['Terrorblade', 'Clinkz', 'Sand King', 'Shadow Shaman', 'Abaddon']",radiant,0
Epicenter 2019,Gambit Esports,"['Troll Warlord', 'Queen of Pain', 'Beastmaster', 'Crystal Maiden', 'Brewmaster']",dire,1,Evil Geniuses,"['Lifestealer', 'Storm Spirit', 'Mars', 'Tusk', 'Warlock']",radiant,0
Epicenter 2019,Team Liquid,"['Wraith King', 'Templar Assassin', 'Dark Seer', 'Tusk', 'Chen']",dire,1,Gambit Esports,"['Weaver', 'Pangolier', 'Monkey King', 'Tiny', 'Ancient Apparition']",radiant,0
Epicenter 2019,Gambit Esports,"['Juggernaut', 'Leshrac', 'Brewmaster', 'Bane', 'Crystal Maiden']",dire,1,Team Liquid,"['Lifestealer', 'Invoker', 'Puck', 'Earthshaker', 'Warlock']",radiant,0
Epicenter 2019,Gambit Esports,"['Juggernaut', 'Kunkka', 'Magnus', 'Bane', 'Crystal Maiden']",dire,0,Team Liquid,"['Spectre', 'Windranger', 'Axe', 'Rubick', 'Chen']",radiant,1
Epicenter 2019,Virtus.pro,"['Wraith King', 'Templar Assassin', 'Enigma', 'Sand King', 'Warlock']",dire,0,Alliance,"['Juggernaut', 'Queen of Pain', 'Centaur Warrunner', 'Rubick', 'Grimstroke']",radiant,1
Epicenter 2019,Virtus.pro,"['Juggernaut', 'Meepo', 'Enigma', 'Silencer', 'Mars']",dire,0,Alliance,"['Troll Warlord', 'Storm Spirit', 'Sand King', 'Crystal Maiden', 'Batrider']",radiant,1
Epicenter 2019,Vici Gaming,"['Lifestealer', 'Puck', 'Centaur Warrunner', 'Rubick', 'Warlock']",dire,1,Alliance,"['Juggernaut', 'Storm Spirit', 'Dragon Knight', 'Crystal Maiden', 'Sand King']",radiant,0
Epicenter 2019,Alliance,"['Phantom Assassin', 'Batrider', 'Timbersaw', 'Oracle', 'Magnus']",dire,0,Vici Gaming,"['Lifestealer', 'Outworld Devourer', 'Centaur Warrunner', 'Rubick', 'Silencer']",radiant,1
Epicenter 2019,Newbee,"['Anti-Mage', 'Outworld Devourer', 'Centaur Warrunner', 'Earth Spirit', 'Chen']",dire,0,Virtus.pro,"['Alchemist', 'Ember Spirit', 'Sand King', 'Warlock', 'Grimstroke']",radiant,1
Epicenter 2019,Virtus.pro,"['Wraith King', 'Pangolier', 'Tusk', 'Ancient Apparition', 'Oracle']",dire,1,Newbee,"['Naga Siren', 'Death Prophet', 'Bristleback', 'Earth Spirit', 'Chen']",radiant,0
Epicenter 2019,Alliance,"['Wraith King', 'Storm Spirit', 'Mars', 'Warlock', 'Sand King']",dire,0,Virtus.pro,"['Juggernaut', 'Queen of Pain', 'Centaur Warrunner', 'Lion', 'Enigma']",radiant,1
Epicenter 2019,Alliance,"['Juggernaut', 'Templar Assassin', 'Batrider', 'Earth Spirit', 'Grimstroke']",dire,0,Virtus.pro,"['Slark', 'Ember Spirit', 'Centaur Warrunner', 'Shadow Demon', 'Omniknight']",radiant,1
Epicenter 2019,Newbee,"['Morphling', 'Outworld Devourer', 'Batrider', 'Spirit Breaker', 'Warlock']",dire,0,Vici Gaming,"['Sven', 'Death Prophet', 'Mars', 'Grimstroke', 'Abaddon']",radiant,1
Epicenter 2019,Newbee,"['Sven', 'Ember Spirit', 'Mars', 'Jakiro', 'Crystal Maiden']",dire,1,Vici Gaming,"['Arc Warden', 'Leshrac', 'Sand King', 'Treant Protector', 'Grimstroke']",radiant,0
Epicenter 2019,Newbee,"['Morphling', 'Mars', 'Razor', 'Rubick', 'Abaddon']",dire,0,Vici Gaming,"['Troll Warlord', 'Templar Assassin', 'Centaur Warrunner', 'Earth Spirit', 'Warlock']",radiant,1
Epicenter 2019,PSG.LGD,"['Phantom Assassin', 'Ember Spirit', 'Centaur Warrunner', 'Rubick', ""Nature's Prophet""]",dire,0,Ninjas in Pyjamas,"['Lone Druid', 'Lich', 'Legion Commander', 'Lifestealer', 'Enigma']",radiant,1
Epicenter 2019,Ninjas in Pyjamas,"['Troll Warlord', 'Templar Assassin', 'Centaur Warrunner', 'Earth Spirit', 'Abaddon']",dire,0,PSG.LGD,"['Lone Druid', 'Ember Spirit', 'Bristleback', 'Rubick', 'Chen']",radiant,1
Epicenter 2019,PSG.LGD,"['Alchemist', 'Keeper of the Light', 'Bristleback', 'Earth Spirit', 'Weaver']",dire,0,Ninjas in Pyjamas,"['Faceless Void', 'Batrider', 'Viper', 'Sand King', 'Abaddon']",radiant,1
Epicenter 2019,TNC Predator,"['Wraith King', 'Batrider', 'Dragon Knight', 'Earthshaker', 'Oracle']",dire,1,Ninjas in Pyjamas,"['Lycan', 'Leshrac', 'Night Stalker', 'Sand King', 'Abaddon']",radiant,0
Epicenter 2019,Ninjas in Pyjamas,"['Spectre', 'Lina', 'Sand King', 'Phoenix', 'Crystal Maiden']",dire,0,TNC Predator,"['Alchemist', 'Mars', 'Chaos Knight', 'Earthshaker', 'Ancient Apparition']",radiant,1
Epicenter 2019,PSG.LGD,"['Sven', 'Leshrac', 'Omniknight', 'Elder Titan', 'Grimstroke']",dire,1,OG,"['Monkey King', 'Tusk', ""Nature's Prophet"", 'Warlock', 'Lifestealer']",radiant,0
Epicenter 2019,PSG.LGD,"['Naga Siren', 'Templar Assassin', 'Sand King', 'Elder Titan', 'Shadow Shaman']",dire,1,OG,"['Troll Warlord', 'Ember Spirit', ""Nature's Prophet"", 'Techies', 'Jakiro']",radiant,0
Epicenter 2019,PSG.LGD,"['Slark', 'Outworld Devourer', 'Centaur Warrunner', 'Rubick', 'Chen']",dire,1,Ninjas in Pyjamas,"['Wraith King', 'Puck', 'Pangolier', 'Warlock', 'Bristleback']",radiant,0
Epicenter 2019,PSG.LGD,"['Medusa', 'Leshrac', 'Bristleback', 'Crystal Maiden', 'Chen']",dire,0,Ninjas in Pyjamas,"['Sniper', 'Ember Spirit', 'Dark Seer', 'Warlock', 'Sand King']",radiant,1
Epicenter 2019,PSG.LGD,"['Faceless Void', 'Leshrac', 'Axe', 'Tusk', 'Chen']",dire,1,Ninjas in Pyjamas,"['Weaver', 'Dragon Knight', 'Bristleback', 'Earthshaker', 'Crystal Maiden']",radiant,0
Epicenter 2019,OG,"['Ursa', 'Invoker', 'Dark Seer', 'Spirit Breaker', 'Warlock']",dire,1,TNC Predator,"['Lifestealer', 'Storm Spirit', 'Mars', 'Shadow Demon', 'Earthshaker']",radiant,0
Epicenter 2019,OG,"['Morphling', 'Ember Spirit', 'Abaddon', 'Omniknight', 'Grimstroke']",dire,0,TNC Predator,"['Sven', 'Outworld Devourer', 'Batrider', 'Nyx Assassin', 'Ancient Apparition']",radiant,1
Epicenter 2019,OG,"['Morphling', 'Tiny', ""Nature's Prophet"", 'Earthshaker', 'Ogre Magi']",dire,0,TNC Predator,"['Sven', 'Windranger', 'Sand King', 'Grimstroke', 'Templar Assassin']",radiant,1
Epicenter 2019,Team Secret,"['Lifestealer', 'Templar Assassin', 'Undying', 'Skywrath Mage', 'Treant Protector']",dire,0,Virtus.pro,"['Sven', 'Dazzle', 'Phoenix', 'Spirit Breaker', 'Grimstroke']",radiant,1
Epicenter 2019,Team Secret,"['Monkey King', 'Juggernaut', 'Enigma', 'Phoenix', 'Spirit Breaker']",dire,1,Virtus.pro,"['Morphling', 'Lone Druid', 'Doom', 'Lion', 'Warlock']",radiant,0
Epicenter 2019,Team Secret,"['Lifestealer', 'Ember Spirit', 'Bristleback', 'Spirit Breaker', 'Winter Wyvern']",dire,0,Virtus.pro,"['Sven', 'Necrophos', 'Centaur Warrunner', 'Shadow Demon', 'Omniknight']",radiant,1
Epicenter 2019,Team Liquid,"['Gyrocopter', 'Windranger', 'Axe', 'Io', 'Oracle']",dire,1,PSG.LGD,"['Lone Druid', 'Ember Spirit', 'Centaur Warrunner', 'Shadow Shaman', 'Queen of Pain']",radiant,0
Epicenter 2019,PSG.LGD,"['Bristleback', 'Outworld Devourer', 'Doom', 'Shadow Shaman', 'Grimstroke']",dire,0,Team Liquid,"['Meepo', 'Ember Spirit', 'Axe', 'Crystal Maiden', 'Magnus']",radiant,1
Epicenter 2019,Gambit Esports,"['Lone Druid', 'Storm Spirit', 'Brewmaster', 'Grimstroke', 'Beastmaster']",dire,0,Vici Gaming,"['Gyrocopter', 'Death Prophet', 'Centaur Warrunner', 'Io', 'Warlock']",radiant,1
Epicenter 2019,Gambit Esports,"['Naga Siren', 'Ember Spirit', 'Beastmaster', 'Crystal Maiden', 'Bane']",dire,0,Vici Gaming,"['Templar Assassin', 'Leshrac', 'Mars', 'Shadow Shaman', 'Warlock']",radiant,1
Epicenter 2019,Royal Never Give Up,"['Naga Siren', 'Leshrac', 'Doom', 'Jakiro', 'Grimstroke']",dire,0,TNC Predator,"['Sven', 'Ember Spirit', 'Venomancer', 'Elder Titan', 'Chen']",radiant,1
Epicenter 2019,TNC Predator,"['Chaos Knight', 'Lina', 'Batrider', 'Earthshaker', 'Oracle']",dire,0,Royal Never Give Up,"['Leshrac', 'Outworld Devourer', 'Night Stalker', 'Omniknight', 'Warlock']",radiant,1
Epicenter 2019,Royal Never Give Up,"['Wraith King', 'Storm Spirit', 'Centaur Warrunner', 'Witch Doctor', 'Silencer']",dire,0,TNC Predator,"['Juggernaut', 'Kunkka', 'Enigma', 'Grimstroke', 'Batrider']",radiant,1
Epicenter 2019,Team Liquid,"['Gyrocopter', 'Windranger', 'Axe', 'Io', 'Bane']",dire,1,Virtus.pro,"['Juggernaut', 'Dragon Knight', 'Centaur Warrunner', 'Shadow Shaman', 'Winter Wyvern']",radiant,0
Epicenter 2019,Team Liquid,"['Anti-Mage', 'Templar Assassin', 'Magnus', 'Crystal Maiden', 'Batrider']",dire,0,Virtus.pro,"['Terrorblade', 'Ember Spirit', 'Tidehunter', 'Winter Wyvern', 'Silencer']",radiant,1
Epicenter 2019,Team Liquid,"['Juggernaut', 'Templar Assassin', 'Beastmaster', 'Clockwerk', 'Shadow Demon']",dire,1,Virtus.pro,"['Monkey King', 'Silencer', 'Phoenix', 'Earthshaker', 'Sven']",radiant,0
Epicenter 2019,Vici Gaming,"['Sven', 'Death Prophet', 'Centaur Warrunner', 'Rubick', 'Silencer']",dire,0,TNC Predator,"['Medusa', 'Ancient Apparition', 'Venomancer', 'Earthshaker', 'Wraith King']",radiant,1
Epicenter 2019,Vici Gaming,"['Sniper', 'Dark Seer', 'Witch Doctor', 'Earth Spirit', 'Sven']",dire,1,TNC Predator,"['Wraith King', 'Storm Spirit', 'Venomancer', 'Elder Titan', 'Ancient Apparition']",radiant,0
Epicenter 2019,Vici Gaming,"['Troll Warlord', 'Death Prophet', 'Mars', 'Shadow Shaman', 'Warlock']",dire,1,TNC Predator,"['Alchemist', 'Juggernaut', 'Centaur Warrunner', 'Earthshaker', 'Grimstroke']",radiant,0
Epicenter 2019,Newbee,"['Lifestealer', 'Ember Spirit', 'Undying', 'Spirit Breaker', 'Jakiro']",dire,1,Fnatic,"['Medusa', 'Leshrac', 'Centaur Warrunner', 'Tiny', 'Shadow Demon']",radiant,0
Epicenter 2019,OG,"['Slark', 'Ember Spirit', ""Nature's Prophet"", 'Clockwerk', 'Shadow Demon']",dire,1,Evil Geniuses,"['Juggernaut', 'Batrider', 'Alchemist', 'Tusk', 'Oracle']",radiant,0
Epicenter 2019,Infamous,"['Gyrocopter', 'Ember Spirit', 'Centaur Warrunner', 'Io', 'Bane']",dire,0,Alliance,"['Troll Warlord', 'Storm Spirit', 'Mars', 'Lion', 'Enigma']",radiant,1
Epicenter 2019,paiN Gaming,"['Troll Warlord', 'Queen of Pain', 'Doom', 'Grimstroke', 'Warlock']",dire,0,Ninjas in Pyjamas,"['Naga Siren', 'Dark Seer', 'Razor', 'Winter Wyvern', 'Sand King']",radiant,1
Epicenter 2019,PSG.LGD,"['Juggernaut', 'Storm Spirit', 'Omniknight', 'Tusk', 'Warlock']",dire,1,Newbee,"['Wraith King', 'Templar Assassin', 'Batrider', 'Elder Titan', 'Grimstroke']",radiant,0
Epicenter 2019,Newbee,"['Lifestealer', 'Ember Spirit', 'Sand King', 'Tusk', 'Grimstroke']",dire,0,PSG.LGD,"['Slark', 'Templar Assassin', 'Centaur Warrunner', 'Rubick', 'Elder Titan']",radiant,1
Epicenter 2019,Team Secret,"['Gyrocopter', 'Lina', 'Underlord', 'Shadow Demon', 'Sven']",dire,0,OG,"['Slark', 'Invoker', 'Dark Seer', 'Spirit Breaker', 'Jakiro']",radiant,1
Epicenter 2019,Team Secret,"['Templar Assassin', 'Ember Spirit', 'Axe', 'Lion', 'Omniknight']",dire,0,OG,"['Juggernaut', 'Tiny', 'Magnus', 'Oracle', 'Jakiro']",radiant,1
Epicenter 2019,Alliance,"['Juggernaut', 'Zeus', 'Centaur Warrunner', 'Elder Titan', 'Disruptor']",dire,0,Royal Never Give Up,"['Chaos Knight', 'Broodmother', 'Mars', 'Shadow Shaman', 'Grimstroke']",radiant,1
Epicenter 2019,Alliance,"['Gyrocopter', 'Dragon Knight', 'Centaur Warrunner', 'Io', 'Shadow Demon']",dire,1,Royal Never Give Up,"['Sven', 'Puck', 'Mars', 'Warlock', 'Chen']",radiant,0
Epicenter 2019,Alliance,"['Juggernaut', 'Queen of Pain', 'Mars', 'Shadow Shaman', 'Grimstroke']",dire,1,Royal Never Give Up,"['Chaos Knight', 'Death Prophet', 'Centaur Warrunner', 'Earthshaker', 'Oracle']",radiant,0
Epicenter 2019,Gambit Esports,"['Lone Druid', 'Ember Spirit', 'Centaur Warrunner', 'Grimstroke', 'Chen']",dire,1,Ninjas in Pyjamas,"['Necrophos', 'Templar Assassin', 'Sand King', 'Shadow Shaman', 'Undying']",radiant,0
Epicenter 2019,Ninjas in Pyjamas,"['Troll Warlord', 'Lina', 'Sand King', 'Jakiro', 'Sven']",dire,0,Gambit Esports,"['Lone Druid', 'Templar Assassin', 'Centaur Warrunner', 'Winter Wyvern', 'Chen']",radiant,1
Epicenter 2019,PSG.LGD,"['Gyrocopter', 'Tiny', 'Tidehunter', 'Nyx Assassin', 'Io']",dire,1,OG,"['Lifestealer', 'Invoker', 'Dark Seer', 'Earth Spirit', 'Jakiro']",radiant,0
Epicenter 2019,OG,"['Morphling', 'Batrider', 'Doom', 'Shadow Demon', 'Grimstroke']",dire,0,PSG.LGD,"['Sven', 'Leshrac', 'Legion Commander', 'Nyx Assassin', 'Warlock']",radiant,1
Epicenter 2019,Gambit Esports,"['Lone Druid', 'Shadow Fiend', 'Doom', 'Rubick', 'Shadow Demon']",dire,0,Alliance,"['Lifestealer', 'Storm Spirit', 'Timbersaw', 'Crystal Maiden', 'Enigma']",radiant,1
Epicenter 2019,Alliance,"['Morphling', 'Storm Spirit', 'Centaur Warrunner', 'Dark Willow', 'Warlock']",dire,1,Gambit Esports,"['Troll Warlord', 'Templar Assassin', 'Tidehunter', 'Earth Spirit', 'Grimstroke']",radiant,0
Epicenter 2019,PSG.LGD,"['Lone Druid', 'Leshrac', 'Tidehunter', 'Shadow Shaman', 'Chen']",dire,0,TNC Predator,"['Bristleback', 'Templar Assassin', 'Dark Seer', 'Spirit Breaker', 'Crystal Maiden']",radiant,1
Epicenter 2019,PSG.LGD,"['Slark', 'Ember Spirit', 'Magnus', 'Tusk', 'Vengeful Spirit']",dire,0,TNC Predator,"['Juggernaut', 'Kunkka', 'Enigma', 'Grimstroke', 'Omniknight']",radiant,1
Epicenter 2019,Alliance,"['Sven', 'Storm Spirit', 'Brewmaster', 'Tiny', 'Grimstroke']",dire,0,Virtus.pro,"['Slark', 'Death Prophet', 'Omniknight', 'Shadow Shaman', 'Silencer']",radiant,1
Epicenter 2019,Alliance,"['Lone Druid', 'Storm Spirit', 'Earthshaker', 'Earth Spirit', 'Crystal Maiden']",dire,0,Virtus.pro,"['Sven', 'Queen of Pain', 'Tidehunter', 'Nyx Assassin', 'Shadow Demon']",radiant,1
Epicenter 2019,TNC Predator,"['Troll Warlord', 'Batrider', 'Dragon Knight', 'Grimstroke', ""Nature's Prophet""]",dire,0,Virtus.pro,"['Weaver', 'Leshrac', 'Centaur Warrunner', 'Spirit Breaker', 'Shadow Demon']",radiant,1
Epicenter 2019,Virtus.pro,"['Gyrocopter', 'Storm Spirit', 'Beastmaster', 'Io', 'Silencer']",dire,1,TNC Predator,"['Sven', 'Kunkka', 'Mars', 'Ancient Apparition', 'Enigma']",radiant,0
